title,contents
수리사(경기),"이미지 크게보기
수리사(경기)
분류
인문(문화/예술/역사) > 역사관광지 > 사찰
위치
경기도 군포시 속달로 347-181 (속달동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
쉬는날
주차시설
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
화장실
외국어 안내서비스
개요
신라 진흥황 때 창건된 사찰로 수리산 남서쪽 중턱에 위치하고 있다. 그 뒤 어느 왕손이 이 절에서 기도하던 중 부처님을 친견했다고 하여 산 이름을 불견산이라고 했으나  1940년대에 절 이름을 따서 수리산으로 바꾸었다. 대웅전 외에 36동의 건물과 산 내에 132개의 암자가 있는 대찰이었으나  임진왜란 때 전소되었고 곽재우 장군이 말년에 입산하여 중창하고 수도한 곳이다. 그 후 6.25전쟁으로 다시 전소되었으며  현재 산내에는 주춧돌  불족석판  석수각  기와편 등이 대량 발견되고 있으며 1955년 다시 재건되었다. 수리사 입구 외길은 산림이 무성하고 계곡을 끼고 있어 경관이 뛰어나고 사찰을 두르고 있는 수리산은 병풍을 치고 있는 듯한 느낌을 주고 있다.
이용안내
쉬는날
연중개방
주차시설
있음
애완동물가능여부
불가
문의및안내
031-438-1823
관련 홈페이지
https://www.gunpo.go.kr/tour/index.do
상세정보
화장실
있음
외국어 안내서비스
불가
수리사 지도
수리사
3km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
파도리해수욕장,"이미지 크게보기
파도리해수욕장
분류
자연 > 자연관광지 > 해수욕장
위치
충청남도 태안군 소원면 모항파도로 490-85
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
문의및안내
관련 홈페이지
상세정보
촬영장소
이용가능시설
화장실
개요
파도리해변은 만리포해수욕장 남쪽에 위치하고 있으며 아직 잘 알려지지 않은 해변이다. 이 해변은 아주 작고 예쁜 해옥들로 유명한 곳이며  파도리에 이 해옥들을 전시한 해옥전시장도 있다. 특히  해변이 백사장과 해옥으로 이루어져 있어 발바닥 지압에도 좋다고 한다. 해옥채취는 금지되어 있다. 또한 이곳은 바다낚시 하기에도 좋을 뿐 아니라  가족단위 야영으로 적당하고 특히 바다생물이 많이 잡혀  아이들에게 자연의 산 교육장으로도 아주 적격이다.
이용안내
문의및안내
041-670-2691
관련 홈페이지
http://taean.go.kr/tour.do
상세정보
촬영장소
'추노' 촬영지
이용가능시설
숙박시설  샤워장  야영장 등
화장실
있음
파도리해수욕장 지도
파도리해수욕장
10km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
국립대구과학관,"이미지 크게보기
국립대구과학관
분류
인문(문화/예술/역사) > 문화시설 > 전시관
위치
대구광역시 달성군 유가읍 테크노대로6길 20
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용요금
이용시간
쉬는날
주차시설
주차요금
신용카드가능여부
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
예약안내
한국어 안내서비스
개요
국립대구과학관은 놀이를 통해 쉽게 과학을 배우고 체험하는 과학놀이터이다. 직접 보고 만지고 체험할 수 있는 다양한 과학체험프로그램이 마련되어 있다. 또한 국립대구과학관은 다양한 과학프로그램이 있어서 프로그램을 참여할 수 있으며 또래와 함께 무한한 상상력을 펼칠 수 있다.
이용안내
이용요금
[상설전시관 입장권]
개인 - 대인 3 000원 / 소인 2 000원
단체 - 대인 2 000원 / 소인 1 000원
※ 무료 : 유아  경로  장애인  국가유공자  기초생활수급자 및 차상위 계층(중복할인 불가)
※ 지역주민 : 대인 2 000원 / 소인 1 000원

[4D영상관/천체투영관]
개인 - 대인 2 000원 / 소인  유아  경로  장애인  국가유공자  기초생활수급자 및 차상위 계층 1 000원
단체 - 대인 1 000원 / 소인  유아  경로  장애인  국가유공자  기초생활수급자 및 차상위 계층 500원
※ 지역주민 : 대인 1 000원 / 소인 500원
※ 대인(20세 이상)  소인(7~19세)  유아(6세 이하)  경로(만 65세 이상)  지역주민(달성군민)

※ 이용요금은 변동될 수 있으며  기타 자세한 사항은 홈페이지 참고
이용시간
09:30~17:30
※ 입장종료시간 : 16:30
※ 법정 선거일은 당일 13:00부터 개관
쉬는날
매주 월요일(월요일이 공휴일인 경우 다음날 휴관)  법정공휴일 다음날  1월 1일  공휴일의 다음날이 토요일인 경우 개관  명절(설 추석)
주차시설
있음
※ 입차 09:00~16:30 / 출차 09:00~18:00
주차요금
일반차량(25인승 미만) 2 000원
대형(25인승 이상) 5 000원
※ 경차(1000cc 미만) 50% 할인
※ 주차요금 면제
- 장애인(장애인등록증(복지카드) 제시)
- 국가유공자(국가유공자증 제시)
- 공무 및 협력업체(관련 증명서 제시)
- 자원봉사자(관련 증명서 제시)
신용카드가능여부
가능
애완동물가능여부
불가
문의및안내
053-670-6114
관련 홈페이지
http://www.dnsm.or.kr
상세정보
예약안내
개인 / 단체 온라인 예약 가능
http://www.dnsm.or.kr
한국어 안내서비스
[전시해설] 순회해설(개인)  기획해설(개인  단체)  주제별해설(개인  단체)  심층해설(단체)  어린이관 단체 해설 등 다양한 해설프로그램 진행
[휴대용 관람도우미] NFC 전시물 정보 안내 서비스 제공
국립대구과학관 지도
국립대구과학관
10km
© NAVER Corp.
일반
지형
위성
확대보기"
국립공원공단 종복원기술원,"이미지 크게보기
국립공원공단 종복원기술원
분류
인문(문화/예술/역사) > 문화시설 > 전시관
위치
전라남도 구례군 마산면 화엄사로 402-31
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
주차시설
수용인원
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
관 람 료
이용가능시설
내국인 예약안내
개요
국립공원공단 종복원기술원은 우리 곁에서 사라져가는 야생동물을 보호하고 복원하는 전문기관으로 우리나라에서 처음으로 중대형 포유류인 반달가슴곰과 산양 복원 등을 진행하고 있다.국립공원공단 종복원기술원의 생태학습장은 복원 프로젝트 과정 중 지리산에 적응하지 못하여 회수된 개체를 증식하는 시설로 탐방객에게 반달가슴곰의 의미와 중요성을 전달하기 위한 시설이며 해설가의 설명을 들으면서  반달가슴곰의 생태를 직접 관찰할 수 있다.
이용안내
이용시간
09:00~17:00
※ 코로나로 인해 단축 운영
쉬는날
매주 월요일
주차시설
주차 가능
수용인원
이용시간 대 별 30명
애완동물가능여부
불가
문의및안내
국립공원공단 061-783-9120
관련 홈페이지
국립공원공단 종복원기술원 http://bear.knps.or.kr/bear/main.do
상세정보
관 람 료
무료
이용가능시설
* 반달가슴곰 생태학습장 - 복원 프로젝트 과정 중 지리산에서 적응하지 못하여 회수된 개체를 증식하는 시설로 탐방객에게 반달가슴곰의 의미와 중요성을 전달하기 위해 만들어졌다.
* 영상실 - 반달가슴곰 복원사업을 이해할 수 있는 영상 상영 후 유리창을 통해 반달 가슴곰 활동 모습을 관찰할 수 있다.
* 멸종위기종 생태전시관 - 우리나라에서 사라져가는 야생 동  식물에 대한 전반적인 정보제공과 함께 퍼즐 맞추기 게임을 비롯한 다양한 체험 프로그램을 경험해 볼 수 있는 공간이다.
* 디오라마 공간 / 박제표본 전시 - 멸종위기동물 박제 / 반달곰 동면굴 야생동물 털  배설물  골격  발자국 비교 전시물을 관람할 수 있다.
* 멸종위기종 복원프로젝트 - 복원사업 전시  멸종위기종 퀴즈  퍼즐 체험을 할 수 다.
* 놀이방 / 베어샵 - 그림그리기 등 어린이 놀이방과 함께 반달가슴곰 캐릭터 관련 상품을 판매하는 곳이다.
내국인 예약안내
전화 예약
국립공원종복원센터 지도
국립공원종복원센터
500m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
덕수궁 대한문,"이미지 크게보기
덕수궁 대한문
분류
인문(문화/예술/역사) > 역사관광지 > 문
위치
서울특별시 중구 세종대로 99 (정동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
체험가능연령
문의및안내
관련 홈페이지
상세정보
입 장 료
이용가능시설
개요
정전인 중화전이 건립되기 전까지는 인화문을 사용했으나 1902년 궁궐을 크게 중전 하면서 중화전과 중화문  그리고 와삼문인 조원문을 세워 법전의 체제를 갖추었다. 그리고 인화문의 자리에는 건극문을 세우고 조원문 동쪽에 대한문을 세워 정문으로 사용했다. 1904년 (광무8)재건하면서 대한문으로 고쳐 불렀다. 정동(正東)에 동향한 정문(正門)으로  석계(石階) 위에 삼문(三門)을 만들어 세웠다. 지금의 문은 도로 확장에 밀려 뒤로 물려졌고 석계는 노하(路下)에 매몰되어 있다. 지붕은 우진각기와지붕이다. 보통 정문은 돈화문(敦化門) · 홍화문(弘化門)과 같이 중문이나 이 문만은 단층이 되었는데 이는 중화전이 단층으로 재건됨에 따른 조화를 이룬 구성이었다고 보인다.
이용안내
이용시간
덕수궁 관람시간 09:00~21:00(입장 마감 20:00)
쉬는날
매주 월요일
체험가능연령
전연령
문의및안내
02-771-9951
관련 홈페이지
http://www.deoksugung.go.kr
상세정보
입 장 료
[덕수궁 관람요금]
- 내국인 일반권(만 25세~만64세) : 개인 1 000원/단체 800원
- 외국인 일반권 소인(7세~18세) : 개인 500원/ 단체 400원
- 외국인 일반권 대인(19세~64세) : 개인 1 000원/단체 800원
- 무료관람 : 6세이하  65세이상  매월 마지막주 수요일(문화가 있는날)  한복을 착용한자
※ 단체 10인이상
이용가능시설
카페  기념품점  수유실 등
덕수궁대한문 지도
덕수궁대한문
100m
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
용천사(청도),"이미지 크게보기
용천사(청도)
분류
인문(문화/예술/역사) > 역사관광지 > 사찰
위치
경상북도 청도군 각북면 헐티로 1375-9
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
쉬는날
주차시설
유모차대여여부
체험가능연령
문의및안내
관련 홈페이지
상세정보
화장실
개요
용천사(湧泉寺)는 청도군 각북면 비슬산(琵瑟山)에 자리한 대한불교 조계종 제9교구 본사 동화사의 말사이다. “...청도 각북 용천사 가는 길  산 능선을 타고 건장한 송전탑들 이어지고 비탈을 타고 내려오는 진달래 꽃불  저를 한 마리 꽃소로 만드는 것도 산은 알지 못한다...” (이성복  「호랑가시나무의 기억」중에서 ) 맑고 깨끗한 계곡을 따라 비슬산 헐티재를 넘어 용천사 가는 길은 시인의 눈을 사로잡을 만큼 아름답다. 산 능선을 타고 구비구비 산길을 넘어가면 길가에 천년 고찰 용천사가 아담하게 자리하고 있다. 비슬산 동쪽 기슭에 자리잡은 용천사(湧泉寺)는 신라 문무왕 10년(670년) 의상대사가 창건한 해동화엄전교(海東華嚴傳敎)의 10대 사찰 중 한 곳이다. 화엄 십찰은 의상대사가 당나라에서 수행하고 돌아와 세운 사찰인데 최치원(崔治遠)이 쓴 『법장화상전(法藏和尙傳)』과 일연(一然)의 『삼국유사(三國遺史)』에 절 이름이 나온다.『법장화상전』에 의하면 태백산 부석사(浮石寺)  원주 비마라사(毘摩羅寺)  가야산 해인사(海印寺)  비슬산 옥천사(玉泉寺)  금정산 범어사(梵魚寺)  지리산 화엄사(華嚴寺)  팔공산 미리사(美理寺)  계룡산 갑사(甲寺)  웅주 가야협 보원사(普願寺)  삼각산 청담사(靑潭寺) 10개 사찰을 말한다. 그러나 『삼국유사』에는 이중 부석사와 비마라사·해인사·옥천사·범어사·화엄사 6개 사찰만이 기록되어 있다. 이들 사찰은 의상대사가 전파한 화엄사상을 널리 펴는 데 중요한 역할을 하였다. 불교 전성기에는 승려가 천여 명이나 되었고 주변에 자리잡고 있던 암자들은 백련암  청련암  일련암  남암  서암  내원암  부도암 외 47개의 암자가 있었다고 전해지고 있으나 오랜 세월 속에 모두 없어져버렸다. 이미 24명의 도인이 나왔고 앞으로 104명의 도인이 나올 것이라는 설이 지금까지 전해지고 있다. 현존하는 건물 중 3중창(1631년) 때의 것은 문화재로 지정된 대웅전만 남아 있고 다른 건물은 근대에 세워진 것이다. 고려 원종 8년(1267년) 일연 선사가 중창하여 불일사(佛日寺)라 칭하였다가 다시 용천사로 고치고  임진왜란 후 인조 9년(1631년) 조영대사(租英大師)가 3중창하였으며 순조 5년(1805년) 의열 화주가 크게 중수하여 오늘에 이르고 있다. 유물로서는 법당의 삼존불  후불탱화  나한십육존불  영탱  석조물 등이 있으며 불을 밝히는 데 사용하였던 정료대가 남아있고 절 오른쪽 골짜기에 고승들의 부도(浮屠) 6기가 이 절의 역사를 대변해주고 있다. 용천사라는 이름은 맑고 풍부한 석간수가 끊임없이 용솟음쳐 흘러내리고 있어 용천(湧泉)이라 부쳐진 것이라고 전한다.이 용천의 샘물은 가물 때나 장마가 질 때도 늘 일정한 양의 맑은 물이 흐르고 사철 마르지 않으며 한겨울에도 어는 법이 없다고 한다. 1300년 전에도 흐르던 이 샘물은 지금도 여전히 중생들의 감로수가 되어 우리의 마른 목을 축여주고 있다.
이용안내
이용시간
00:00~24:00
쉬는날
연중무휴
주차시설
주차 가능
유모차대여여부
불가
체험가능연령
전연령
문의및안내
054-372-7204
관련 홈페이지
청도군 문화관광 http://www.cheongdo.go.kr/open.content/tour/
상세정보
화장실
있음
용천사 지도
용천사
3km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
적석산,"이미지 크게보기
적석산
분류
자연 > 자연관광지 > 산
위치
경상남도 창원시 마산합포구 진전면 적석산길 일대
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
주차시설
유모차대여여부
문의및안내
관련 홈페이지
상세정보
등산로
화장실
개요
깃대봉에서 남쪽방향으로 흘러내린 산릉이 다시 동쪽으로 방향을 바꾸면서 거대한 암봉을 치받고 솟아난 곳이 적석산이다.마치 돌을 쌓아올린듯 보인다 하여 붙인 산명이지만 그저 적산(積山)으로 부르기도 한다. 커다란 암반으로 이루어진 정상 주위는 급경사를 이루고 있지만  대부분의 산능은 단순한 흐름과 더불어 부드럽다.

* 깃대봉 : 여항산지의 남단에 있는 주봉으로 해발 620.6m이다. 산봉우리의 모습이 깃대와 같다는 데서 깃대봉이라 부르게 되었다. 진전면의 서쪽 끝에 위치하며 고성군 구만면과 경계를 이룬다.
이용안내
이용시간
일출시~일몰시
주차시설
주차 가능
유모차대여여부
불가
문의및안내
055-225-3701
관련 홈페이지
http://culture.changwon.go.kr
상세정보
등산로
일암마을 저수지 ~ 좌측직등코스 ~ 도솔암 ~ 정상 ~ 삼거리 ~ 저수지 (소요시간 : 2시간 30분)
화장실
있음
적석산길 지도
적석산길
10km
© NAVER Corp.
일반
지형
위성
길찾기
확대보기"
문경 오미자테마공원,"이미지 크게보기
문경 오미자테마공원
분류
인문(문화/예술/역사) > 휴양관광지 > 테마공원
위치
경상북도 문경시 문경읍 새재로 715
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
개장일
이용시간
쉬는날
주차시설
수용인원
체험가능연령
체험안내
문의및안내
관련 홈페이지
상세정보
상점정보
개요
문경오미자 테마공원은 전국오미자 생산량의 45%를 차지하는 문경오미자를 테마로 한 체험관이다. 1층에는 오감오미 오미자 체험관이 있어 오미자를 활용한 쿠킹 클래스  아로마 체험 등 다양한 체험을 해 볼 수있는 공간이조성 되어 있다. 2층 오미자 전시체험관에서는 오미자의 수확과정과 견우 직녀 포토존 등 디지털 체험 존이 있으며   3층 은 오미자 티하우스로 오미자를 이용한 다양한 차와 음료를 즐겨 볼 수 있다. 또한 오미자 트리 전망대가 있어 공원을 둘러싼 아름다은 경치를 한눈에 볼 수있어 많은관광객들에게 문경오미자의 우수성을 널리 알릴 수 있는 장이 될것이다.
이용안내
개장일
2019-10-27
이용시간
하절기(3~10월) 09:00~18:00 동절기(11~2월) 10:00~17:00
쉬는날
월요일 / 1월 1일 / 명절당일 (공휴일이 월요일인 경우  화요일 휴무)
주차시설
주차 가능(100대)
수용인원
100명
체험가능연령
전체이용가능
체험안내
①오미자농부체험스티커방 - 체험시간 1~2분 / 체험비용 무료 / 수용인원: 10명 ②오미자미인 뷰티체험관 - 체험시간 30분 / 체험비용 무료 / 수용인원: 10명 ③오미자아로마명상체험관 - 체험시간 1시간이내 / 체험비용: 2019년 12월까지 무료  이후 유료 / 수용인원: 10명 -선택사항: 얼굴아로마체험  발아로마체험 ④나만의오미자향수공방 - 체험시간 1시간이내 / 체험비용 1인 10 000원 / 수용인원: 10명 ⑤원데이 장금이 오미자쿠킹클래스 ┗오미자청만들기 - 체험시간 20분 / 체험비용: 10 000원 / 수용인원: 15명 ⑥오미자의 사계전시관 ┗오미자의 봄 여름 가을 겨울을 조형물로 볼 수 있다 ⑦디지털오미자쿠킹체험존 ┗30여가지의 약이되는 오미자 음식을 디지털로 선택하여 배워볼 수 있다 ⑧오미자수확게임체험존 ┗디지털 게임을 통해 오미자수확을 해보는 체험존이다 ⑨견우와직녀포토존 ┗오미자줄기로 만든 오작교를 통해 칠월칠석에 견우와 직녀가 만나는 장면을 체험해 보는 포토존이다 ⑩샌드크래프트 ┗직접 모래로 다양한 지형과 산을 만들어 볼 수 있는 샌드 베드 ⑪소리지르기체험박스 ┗박스안에서 ""오미자""를 외쳐서 110db을 넘기면 오미자음료할인티켓이 제공된다.티켓은 3층 문경오미자티하우스에서 교환가능하다
문의및안내
054-571-8238
관련 홈페이지
https://www.gbmg.go.kr/tour/contents.do?mId=0502060501
상세정보
상점정보
1층 : 프리미엄 오미자 전시 및 판매장 / 054-572-5500 3층 : 오미자티하우스(스웨이하우스)
문경 오미자테마공원 지도
문경 오미자테마공원
10km
© NAVER Corp.
일반
지형
위성
확대보기"
안성 남사당 공연장,"이미지 크게보기
안성 남사당 공연장
분류
인문(문화/예술/역사) > 문화시설 > 공연장
위치
경기도 안성시 보개면 남사당로 198-2
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
이용시간
주차시설
수용인원
신용카드가능여부
애완동물가능여부
문의및안내
관련 홈페이지
상세정보
예약안내
개요
안성시립 남사당바우덕이풍물단은 우리나라 남사당패의 발생지로서 조선시대 최고의 예술가이자 최초의 연예인으로 평가되는 안성 “바우덕이”의 예술혼을 이어 받아 민족대중문화인 남사당놀이를 보존하고 세계화하기 위해 결성하였다. 전국 최초로 남사당놀이를 상설공연 프로그램으로 운영하여 우리 민속문화를 현대사회에 대중화 하는데 앞장서고 있으며 남사당놀이를 활용한 다양한 체험프로그램을 개발하여 보급하고 있다. 또한 풍물놀이 등 각 기능별로 체계적인 교육프로그램을 운영함으로써 인재를 양성하고 있으며 세계 각국을 다니며 순회공연을 함으로써 우리문화를 널리 알리고 있다. 아울러 해마다 바우덕이축제를 개최하고 직접 다양한 공연·체험할동을 운영함으로써 가장 특색 있는 세계적인 축제로 자리잡도록 힘쓰고 있다.
이용안내
이용시간
매년 3~11월
토/일 14:00~16:00
주차시설
주차 가능
수용인원
공연장 700석 / 야외공연장 1 000석
신용카드가능여부
가능
애완동물가능여부
불가
문의및안내
안성 남사당공연장 031-678-2518
관련 홈페이지
안성문화관광 남사당공연장페이지 https://www.anseong.or.kr/tourPortal/namsadang/main.do
상세정보
예약안내
상설 공연 - 홈페이지 예매  현장 예매
안성 남사당 공연장 지도
안성 남사당 공연장
10km
© NAVER Corp.
일반
지형
위성
확대보기"
도시농업공원,"이미지 크게보기
도시농업공원
분류
인문(문화/예술/역사) > 휴양관광지 > 공원
위치
서울특별시 양천구 신월동 (신월동)
출처원문보기
대한민국구석구석 원문보기
목차
개요
이용안내
체험안내
문의및안내
관련 홈페이지
개요
2019년 4월에 개장한 서남권 최초의 도시농업공원인 “양천도시농업공원”은 신월동 산 174-1일대에 위치하고 있다. 도시농업공원은 98구좌(882㎡)규모의 노지텃밭 및 어르신과 장애인을 위한 책상형 텃밭과 비닐하우스  옥외샘터 등으로 구성된 도시농업존과 야외학습장  숲속마당  힐링숲 등으로 구성된 산림복원존으로 총 면적 24 078㎡의 “도시농업” 특화 공원이다. 또한 공원 내 도시농업교육센터에서는 농사에 관심 있는 구민 누구나 쉽게 체험할 수 있는 도시농부학교와 어린이 도시농부체험교실을 운영하고 있다. 앞으로도 도시농업을 통해 몸과 마음의 건강  가꾸는 재미  나누는 행복  뿌듯한 자부심을 느낄 수 있도록 다양한 행사와 볼거리를 제공할 예정이다.
이용안내
체험안내
도시농부학교  도시농부체험 등 행사진행
체험 및 프로그램 문의 02)2620-3578
문의및안내
02-2620-3578
관련 홈페이지
http://www.yangcheon.go.kr
도시농업공원 지도
도시농업공원
10km
© NAVER Corp.
일반
지형
위성
확대보기"
